,price,lprice,square,rooms,floor,mfloor,station,metro,dmetro,link,add,lat,lon
1568,29490000,17.19956178079146,71.3,3,11,24,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/315261767/,"Промышленный проезд, 4",55.742083,37.507672
1569,13990000,16.453853346641665,35.6,1,14,16,метро Спортивная,8 минут на транспорте,8,https://www.cian.ru/sale/flat/316527075/,"Филевский бул., 20",55.765002,37.479025
1570,20300000,16.826131444012017,35.0,1,29,32,метро Спортивная,12 минут пешком,12,https://www.cian.ru/sale/flat/312099768/,"Барклая ул., 6",55.740674,37.503935
1571,16500000,16.61887093887081,37.0,1,14,16,метро Спортивная,19 минут пешком,19,https://www.cian.ru/sale/flat/312864909/,"Береговой проезд, 7",55.754942,37.505121
1572,16600000,16.62491325332677,51.0,2,10,17,метро Спортивная,7 минут на транспорте,7,https://www.cian.ru/sale/flat/310437900/,"Филевский бул., 40",55.76285,37.482609
1573,20500000,16.835935444108635,51.8,2,7,16,метро Спортивная,8 минут на транспорте,8,https://www.cian.ru/sale/flat/313962876/,"Филевский бул., 21",55.765716,37.480445
1574,19799999,16.80119244515971,55.0,3,1,9,метро Спортивная,3 минуты пешком,3,https://www.cian.ru/sale/flat/281319523/,"Барклая ул., 16К4",55.746248,37.498537
1575,38450000,17.46486925391593,72.6,3,10,27,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/315218813/,"Береговой проезд, 2",55.759066,37.508661
1576,25450000,17.052226300960807,38.0,2,6,52,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/310724594/,"Кутузовский проезд, 16А/1",55.744977,37.520815
1577,39000000,17.47907220409392,89.0,3,9,17,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/303932267/,"Большая Филевская ул., 16",55.749552,37.501519
1578,19500000,16.785925023533974,40.0,2,4,9,метро Спортивная,17 минут пешком,17,https://www.cian.ru/sale/flat/316091742/,"Новозаводская ул., 2К9",55.747804,37.516027
1579,13100000,16.38812278817138,32.5,1,14,14,метро Спортивная,19 минут пешком,19,https://www.cian.ru/sale/flat/315904210/,"Малая Филевская ул., 8К4",55.739686,37.475755
1580,22200000,16.915602846842507,57.8,2,10,17,метро Спортивная,12 минут пешком,12,https://www.cian.ru/sale/flat/315258496/,"2-я Филевская ул., 7к1",55.737116,37.491395
1581,14200000,16.46875252257149,41.2,2,5,5,метро Спортивная,8 минут пешком,8,https://www.cian.ru/sale/flat/315663742/,"Сеславинская ул., 30",55.74263,37.489814
1582,12750000,16.36104182956871,29.7,1,4,9,метро Спортивная,12 минут пешком,12,https://www.cian.ru/sale/flat/316815475/,"ул. Василисы Кожиной, 8К3",55.737203,37.500728
1583,27999000,17.14767935321599,50.0,2,7,8,метро Спортивная,8 минут пешком,8,https://www.cian.ru/sale/flat/314605640/,"Большая Филевская ул., 13",55.748544,37.500423
1584,15700000,16.569171270318538,43.5,1,16,16,метро Спортивная,20 минут пешком,20,https://www.cian.ru/sale/flat/315607903/,"ул. Олеко Дундича, 34",55.737314,37.476663
1585,14300000,16.475770095230136,41.5,2,4,5,метро Спортивная,11 минут пешком,11,https://www.cian.ru/sale/flat/313616657/,"Большая Филевская ул., 27К1",55.744799,37.487397
1586,15900000,16.58182966719046,46.0,2,4,5,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/315694061/,"ул. Алябьева, 2",55.742073,37.487874
1587,15000000,16.523560759066484,38.2,2,4,9,метро Спортивная,5 минут пешком,5,https://www.cian.ru/sale/flat/310682745/,"Сеславинская ул., 24",55.742975,37.492419
1588,28500000,17.16541464523888,60.4,2,11,23,метро Спортивная,8 минут пешком,8,https://www.cian.ru/sale/flat/316023155/,"3-я Филевская ул., 8К2",55.739818,37.500019
1589,23500000,16.972510979114386,52.0,2,9,20,метро Спортивная,8 минут пешком,8,https://www.cian.ru/sale/flat/316387239/,"3-я Филевская ул., 8К2",55.739818,37.500019
1590,20499999,16.835935395328146,51.2,2,2,16,метро Спортивная,19 минут пешком,19,https://www.cian.ru/sale/flat/316438747/,"Береговой проезд, 7",55.754942,37.505121
1591,24500000,17.014183675514957,64.1,2,7,32,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/315675897/,"Барклая ул., 6Ак1",55.739782,37.506433
1592,14900000,16.51687177091569,44.0,2,4,5,метро Спортивная,20 минут пешком,20,https://www.cian.ru/sale/flat/311735734/,"Большая Филевская ул., 45К2",55.739716,37.474561
1593,16500000,16.61887093887081,53.6,2,16,16,метро Спортивная,7 минут на транспорте,7,https://www.cian.ru/sale/flat/312349957/,"Филевский бул., 5",55.764009,37.488637
1594,38000000,17.45309671769066,80.8,3,4,5,метро Спортивная,20 минут пешком,20,https://www.cian.ru/sale/flat/316663923/,"Новозаводская ул., 2К8",55.749197,37.514949
1595,15400000,16.549878067383858,31.0,1,3,5,метро Спортивная,20 минут пешком,20,https://www.cian.ru/sale/flat/313044763/,"Малая Филевская ул., 8К1",55.739113,37.476034
1596,16000000,16.588099280204055,39.6,1,6,12,метро Спортивная,9 минут на транспорте,9,https://www.cian.ru/sale/flat/316492440/,"Филевский бул., 23",55.766521,37.483193
1597,35000000,17.37085861945369,88.1,2,15,22,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/315855774/,"2-я Филевская ул., 6",55.736265,37.493632
1598,70000000,18.064005800013632,135.0,4,2,18,метро Спортивная,11 минут пешком,11,https://www.cian.ru/sale/flat/313084651/,"Кастанаевская ул., 17",55.737922,37.490982
1599,20900000,16.855259716935038,66.4,2,4,5,метро Спортивная,11 минут пешком,11,https://www.cian.ru/sale/flat/315777162/,"ул. Олеко Дундича, 25",55.738287,37.487065
1600,26500000,17.09265529095645,75.3,3,3,22,метро Спортивная,8 минут на транспорте,8,https://www.cian.ru/sale/flat/314365789/,"Филевский бул., 9",55.766628,37.488377
1601,17900000,16.70031127081098,43.0,2,5,5,метро Спортивная,16 минут пешком,16,https://www.cian.ru/sale/flat/316587880/,"Минская ул., 8К1",55.735434,37.488314
1602,21500000,16.883563493097892,58.1,2,3,7,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/309706765/,"Багратионовский проезд, 1С2",55.744617,37.512128
1603,16700000,16.630919277386983,42.0,1,14,16,метро Спортивная,20 минут пешком,20,https://www.cian.ru/sale/flat/315695765/,"ул. Олеко Дундича, 34",55.737314,37.476663
1604,14000000,16.454567887579532,45.0,2,2,5,метро Спортивная,6 минут пешком,6,https://www.cian.ru/sale/flat/313139885/,"Сеславинская ул., 2",55.746172,37.502345
1605,19200000,16.77042083699801,52.0,2,6,12,метро Спортивная,7 минут на транспорте,7,https://www.cian.ru/sale/flat/313236603/,"Филевский бул., 8к1",55.766238,37.490506
1606,13300000,16.40327459319198,43.0,2,1,5,метро Спортивная,11 минут пешком,11,https://www.cian.ru/sale/flat/316449841/,"Минская ул., 16к1",55.740847,37.483714
1607,49000000,17.7073308560749,90.0,3,7,13,метро Спортивная,18 минут пешком,18,https://www.cian.ru/sale/flat/306323909/,"ул. Василисы Кожиной, 13",55.736184,37.499875
1608,49000000,17.7073308560749,89.0,2,14,19,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/314192024/,"Багратионовский проезд, 1Ак1",55.745802,37.513116
1609,24900000,17.030378361434938,60.2,2,11,16,метро Спортивная,19 минут пешком,19,https://www.cian.ru/sale/flat/306464143/,"Береговой проезд, 7",55.754942,37.505121
1610,18200000,16.716932152047026,42.0,1,16,17,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/314352446/,"3-я Филевская ул., 6К2",55.738399,37.501061
1611,28000000,17.14771506813948,53.5,2,13,20,метро Спортивная,8 минут пешком,8,https://www.cian.ru/sale/flat/316602218/,"3-я Филевская ул., 8к4",55.739205,37.500432
1612,24900000,17.030378361434938,58.5,2,3,24,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/315270137/,"Промышленный проезд, 4",55.742083,37.507672
1613,69950000,18.063291259075765,98.0,4,5,20,метро Спортивная,3 минуты на транспорте,3,https://www.cian.ru/sale/flat/316404742/,"Большая Филевская ул., 3к4",55.748179,37.517779
1614,16700000,16.630919277386983,43.5,2,9,9,метро Спортивная,4 минуты на транспорте,4,https://www.cian.ru/sale/flat/314390967/,"Малая Филевская ул., 14К2",55.73778,37.470195
1615,63000000,17.958645284355807,115.8,3,12,23,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/314338267/,"Кастанаевская ул., 24",55.738637,37.490227
1616,14300000,16.475770095230136,42.0,2,4,5,метро Спортивная,11 минут пешком,11,https://www.cian.ru/sale/flat/316428652/,"Большая Филевская ул., 27К1",55.744799,37.487397
1617,23500000,16.972510979114386,54.6,2,5,8,метро Спортивная,8 минут пешком,8,https://www.cian.ru/sale/flat/302764001/,"Большая Филевская ул., 13",55.748544,37.500423
1618,33000000,17.312018119430753,71.1,3,2,18,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/309726505/,"ул. Олеко Дундича, 31к1",55.73775,37.482843
1619,25400000,17.050259731988763,59.0,2,23,24,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/315767670/,"Промышленный проезд, 4",55.742083,37.507672
1620,28500000,17.16541464523888,54.0,2,8,8,метро Спортивная,20 минут пешком,20,https://www.cian.ru/sale/flat/313328592/,"ул. Дениса Давыдова, 3",55.739052,37.519755
1621,11900000,16.292048958081757,35.4,1,2,16,метро Спортивная,7 минут на транспорте,7,https://www.cian.ru/sale/flat/314034591/,"Филевский бул., 5",55.764009,37.488637
1622,39900000,17.50188688186009,73.4,3,5,42,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/308295783/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1623,45000000,17.622173047734595,80.7,3,2,9,метро Спортивная,12 минут пешком,12,https://www.cian.ru/sale/flat/310924497/,"Большая Филевская ул., 16к1",55.750651,37.503037
1624,11900000,16.292048958081757,30.3,1,4,9,метро Спортивная,5 минут пешком,5,https://www.cian.ru/sale/flat/316816434/,"Сеславинская ул., 24",55.742975,37.492419
1625,12400000,16.333207030575267,30.0,1,8,9,метро Спортивная,4 минуты пешком,4,https://www.cian.ru/sale/flat/316575862/,"Барклая ул., 16К3",55.746441,37.497018
1626,13700000,16.432906390798355,43.9,2,1,5,метро Спортивная,4 минуты пешком,4,https://www.cian.ru/sale/flat/301849528/,"Сеславинская ул., 2",55.746172,37.502345
1627,14000000,16.454567887579532,38.1,1,18,22,метро Спортивная,8 минут на транспорте,8,https://www.cian.ru/sale/flat/315989775/,"Филевский бул., 7к1",55.765215,37.488628
1628,14500000,16.489659207390805,39.0,1,6,14,метро Спортивная,6 минут пешком,6,https://www.cian.ru/sale/flat/316814519/,"Кастанаевская ул., 12к1",55.740031,37.496174
1629,14600000,16.496532086678563,38.0,2,9,12,метро Спортивная,12 минут пешком,12,https://www.cian.ru/sale/flat/314414829/,"ул. Василисы Кожиной, 12",55.73661,37.498402
1630,14690000,16.50267754815006,41.0,2,4,5,метро Спортивная,4 минуты пешком,4,https://www.cian.ru/sale/flat/314779642/,"Сеславинская ул., 6",55.745747,37.500872
1631,14800000,16.510137738734343,36.0,1,5,5,метро Спортивная,16 минут пешком,16,https://www.cian.ru/sale/flat/307921618/,"Кастанаевская ул., 32К2",55.736969,37.483346
1632,15500000,16.556350581889475,43.0,2,1,5,метро Спортивная,11 минут пешком,11,https://www.cian.ru/sale/flat/316472900/,"Минская ул., 16к1",55.740847,37.483714
1633,21500000,16.883563493097892,58.0,2,5,5,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/316057080/,"Новозаводская ул., 21",55.752313,37.503163
1634,80000000,18.197537192638155,110.0,4,10,28,метро Спортивная,18 минут пешком,18,https://www.cian.ru/sale/flat/293613812/,"ул. Василисы Кожиной, 13",55.736184,37.499875
1635,23990000,16.993147634815877,82.3,3,1,22,метро Спортивная,8 минут на транспорте,8,https://www.cian.ru/sale/flat/312488804/,"Филевский бул., 9",55.766628,37.488377
1636,70000000,18.064005800013632,128.2,4,12,19,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/316262592/,"Багратионовский проезд, 1Ак1",55.745802,37.513116
1637,49900000,17.72553156072175,127.0,4,11,13,метро Спортивная,12 минут пешком,12,https://www.cian.ru/sale/flat/313857339/,"2-я Филевская ул., 6к5",55.737314,37.496147
1638,37500000,17.43985149094064,61.1,3,30,42,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/316409154/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1639,38000000,17.45309671769066,76.0,3,4,15,метро Спортивная,18 минут пешком,18,https://www.cian.ru/sale/flat/311019110/,"ул. Василисы Кожиной, 13",55.736184,37.499875
1640,22250000,16.917852566576524,42.0,1,24,24,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/314901970/,"Промышленный проезд, 4",55.742083,37.507672
1641,19000000,16.759949537130716,60.0,2,1,5,метро Спортивная,11 минут пешком,11,https://www.cian.ru/sale/flat/310218838/,"ул. Олеко Дундича, 25",55.738287,37.487065
1642,22850000,16.94446167530449,51.2,2,2,8,метро Спортивная,20 минут пешком,20,https://www.cian.ru/sale/flat/315381866/,"ул. Дениса Давыдова, 3",55.739052,37.519755
1643,61000000,17.926384422137584,111.4,4,16,36,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/306056264/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1644,26500000,17.09265529095645,51.9,2,8,12,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/315009651/,"Кастанаевская ул., 7",55.738865,37.496057
1645,43900000,17.5974248780454,68.3,3,11,28,метро Спортивная,18 минут пешком,18,https://www.cian.ru/sale/flat/313751296/,"ул. Василисы Кожиной, 13",55.736184,37.499875
1646,35000000,17.37085861945369,72.0,3,25,40,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/293005534/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1647,20000000,16.811242831518264,42.3,1,9,24,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/314314062/,"Промышленный проезд, 4",55.742083,37.507672
1648,20900000,16.855259716935038,39.8,1,18,24,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/314245541/,"Промышленный проезд, 4",55.742083,37.507672
1649,21000000,16.860032995687696,43.0,2,11,42,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/311341948/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1650,23000000,16.951004773893423,36.3,1,5,28,метро Спортивная,18 минут пешком,18,https://www.cian.ru/sale/flat/314612467/,"ул. Василисы Кожиной, 13",55.736184,37.499875
1651,23550000,16.974636378426702,40.0,1,6,24,метро Спортивная,7 минут пешком,7,https://www.cian.ru/sale/flat/316779202/,"Барклая ул., 6",55.740674,37.503935
1652,23850000,16.987294775298626,46.0,1,24,42,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/313383267/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1653,24850000,17.028368310506913,43.0,2,3,12,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/279214960/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1654,35450000,17.38363381094241,47.4,2,8,45,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/310616683/,"Кутузовский проезд, 16А/1",55.744977,37.520815
1655,25900000,17.069753526669768,59.0,3,2,5,метро Спортивная,13 минут пешком,13,https://www.cian.ru/sale/flat/303340378/,"Большая Филевская ул., 14К1",55.750084,37.503729
1656,60000000,17.909855120186375,99.4,3,8,8,метро Спортивная,20 минут пешком,20,https://www.cian.ru/sale/flat/315495919/,"ул. Дениса Давыдова, 3",55.739052,37.519755
1657,15500000,16.556350581889475,43.0,2,4,5,метро Спортивная,16 минут пешком,16,https://www.cian.ru/sale/flat/316107362/,"Минская ул., 22",55.742453,37.481531
1658,29000000,17.182806387950748,70.0,2,3,8,метро Спортивная,19 минут пешком,19,https://www.cian.ru/sale/flat/307656836/,"ул. Генерала Ермолова, 10/6",55.739194,37.515578
1659,35000000,17.37085861945369,70.5,3,31,44,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/314504266/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1660,44500000,17.610999747136468,72.0,3,6,11,метро Спортивная,19 минут пешком,19,https://www.cian.ru/sale/flat/303766656/,"пл. Победы, 2К2",55.737507,37.51838
1661,33800000,17.335971360453247,74.3,2,12,36,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/315259649/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1662,38000000,17.45309671769066,58.6,2,20,20,метро Спортивная,5 минут на транспорте,5,https://www.cian.ru/sale/flat/315051841/,"Большая Филевская ул., 3к4",55.748179,37.517779
1663,59900000,17.908187063085677,126.0,4,22,40,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/316291543/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1664,29600000,17.20328491929429,69.0,3,3,8,метро Спортивная,19 минут пешком,19,https://www.cian.ru/sale/flat/313984678/,"ул. Генерала Ермолова, 10/6",55.739194,37.515578
1665,15500000,16.556350581889475,38.2,1,13,22,метро Спортивная,7 минут на транспорте,7,https://www.cian.ru/sale/flat/311647729/,"Филевский бул., 11",55.765878,37.48587
1666,24000000,16.99356438831222,72.3,3,4,5,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/300427615/,"Багратионовский проезд, 8к2",55.746324,37.51061
1667,59900000,17.908187063085677,126.4,4,24,41,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/299119910/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1668,15800000,16.575520497997196,38.6,1,19,22,метро Спортивная,8 минут на транспорте,8,https://www.cian.ru/sale/flat/314468728/,"Филевский бул., 7к1",55.765215,37.488628
1669,64900000,17.988358181674318,130.0,4,13,14,метро Спортивная,7 минут на транспорте,7,https://www.cian.ru/sale/flat/313951871/,"Филевский бул., 24к3",55.765812,37.487074
1670,32600000,17.299822846336937,54.6,3,2,42,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/316445653/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1671,26200000,17.081269968731327,57.3,2,21,24,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/314391734/,"Промышленный проезд, 4",55.742083,37.507672
1672,45000000,17.622173047734595,79.9,3,28,43,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/312091161/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1673,25500000,17.054189010128656,46.0,1,2,22,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/312565182/,"2-я Филевская ул., 6",55.736265,37.493632
1674,46000000,17.64415195445337,97.0,3,20,20,метро Спортивная,5 минут на транспорте,5,https://www.cian.ru/sale/flat/310464765/,"Большая Филевская ул., 3к4",55.748179,37.517779
1675,62200000,17.945865557709407,106.5,3,24,28,метро Спортивная,18 минут пешком,18,https://www.cian.ru/sale/flat/310036746/,"ул. Василисы Кожиной, 13",55.736184,37.499875
1676,70000000,18.064005800013632,143.7,4,33,42,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/312976997/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1677,46500000,17.654962870557586,72.0,3,6,11,метро Спортивная,19 минут пешком,19,https://www.cian.ru/sale/flat/293961458/,"пл. Победы, 2К2",55.737507,37.51838
1678,43000000,17.576710673657836,95.4,2,8,12,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/315647568/,"Кастанаевская ул., 7",55.738865,37.496057
1679,24500000,17.014183675514957,38.0,1,2,20,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/314474231/,"Большая Филевская ул., 3к3",55.749152,37.518695
1680,30000000,17.216707939626428,67.2,3,4,42,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/312304139/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1681,29000000,17.182806387950748,62.0,2,24,44,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/313383284/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1682,40000000,17.50439001207821,74.3,3,11,29,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/311854455/,"Береговой проезд, 2",55.759066,37.508661
1683,39989000,17.504114974258776,73.0,2,12,13,метро Спортивная,18 минут пешком,18,https://www.cian.ru/sale/flat/314698257/,"ул. Василисы Кожиной, 13",55.736184,37.499875
1684,42000000,17.553180176247643,66.0,2,32,45,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/315937979/,"Кутузовский проезд, 16А/1",55.744977,37.520815
1685,45500000,17.633222883921178,82.0,3,17,42,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/314894958/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1686,46300000,17.65065251905646,64.7,3,2,45,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/316396440/,"Кутузовский проезд, 16А/1",55.744977,37.520815
1687,48800000,17.703240870823375,89.0,3,28,42,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/311441528/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1688,50000000,17.72753356339242,66.2,2,23,45,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/315813879/,"Кутузовский проезд, 16А/1",55.744977,37.520815
1689,51500000,17.757092365633966,58.3,2,30,45,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/316396446/,"Кутузовский проезд, 16А/1",55.744977,37.520815
1690,51500000,17.757092365633966,52.0,2,17,22,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/313198150/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1691,52000000,17.7667542765457,77.1,2,26,42,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/313383277/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1692,53000000,17.785802471516394,64.7,3,22,46,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/299398210/,"Кутузовский проезд, 16А/1",55.744977,37.520815
1693,54900000,17.82102390647976,126.0,3,22,36,метро Спортивная,14 минут пешком,14,https://www.cian.ru/sale/flat/313696367/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1694,63500000,17.96655046386292,100.0,3,4,23,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/312706709/,"Кастанаевская ул., 24",55.738637,37.490227
1695,90000000,18.31532022829454,103.3,4,35,45,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/316824895/,"Кутузовский проезд, 16А/1",55.744977,37.520815
1696,100000000,18.420680743952367,146.0,4,42,42,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/313424313/,"Багратионовский проезд, 5Ак1",55.743345,37.510296
1697,129900000,18.68227548164083,205.0,4,20,23,метро Спортивная,9 минут пешком,9,https://www.cian.ru/sale/flat/307413156/,"Кастанаевская ул., 24",55.738637,37.490227
1698,16000000,16.588099280204055,42.3,1,6,8,метро Спортивная,8 минут пешком,8,https://www.cian.ru/sale/flat/315657303/,"Большая Филевская ул., 13",55.748544,37.500423
1699,22000000,16.90655301132259,40.0,2,2,9,метро Спортивная,8 минут пешком,8,https://www.cian.ru/sale/flat/316692419/,"Сеславинская ул., 32",55.742063,37.489158
1700,15490000,16.55570521239305,56.4,2,1,18,метро Спортивная,10 минут пешком,10,https://www.cian.ru/sale/flat/301222361/,"3-я Филевская ул., 5",55.737851,37.496974
1701,30900000,17.246266741867974,66.5,3,7,24,метро Спортивная,6 минут на транспорте,6,https://www.cian.ru/sale/flat/316595676/,"Береговой проезд, 2",55.759066,37.508661
1702,10500000,16.166885815127753,30.0,1,9,9,метро Спортивная,5 минут пешком,5,https://www.cian.ru/sale/flat/313959612/,"Физкультурный проезд, 3К2",55.746446,37.500872
1703,27500000,17.1296965626368,55.0,2,2,14,метро Спортивная,15 минут пешком,15,https://www.cian.ru/sale/flat/316715445/,"ул. Олеко Дундича, 31к1",55.73775,37.482843
1704,34900000,17.367997387172654,80.0,3,2,23,метро Раменки,7 минут пешком,7,https://www.cian.ru/sale/flat/315318217/,"Мичуринский просп., 16",55.703124,37.506056
1705,25900000,17.069753526669768,77.0,3,16,16,метро Раменки,19 минут пешком,19,https://www.cian.ru/sale/flat/316639088/,"Мосфильмовская ул., 74",55.709906,37.503846
1706,18950000,16.75731448949271,65.0,3,3,16,метро Раменки,7 минут пешком,7,https://www.cian.ru/sale/flat/312049532/,"Винницкая ул., 15К1",55.699416,37.490515
1707,59700000,17.90484257836283,161.5,4,7,17,метро Раменки,5 минут пешком,5,https://www.cian.ru/sale/flat/314447135/,"Мичуринский просп., 19К1",55.69798,37.505283
1708,54000000,17.80449460452855,108.8,3,7,17,метро Раменки,10 минут пешком,10,https://www.cian.ru/sale/flat/312794034/,"Мичуринский просп., 11К4",55.699056,37.509846
1709,35900000,17.396247853458508,73.6,2,7,22,метро Раменки,7 минут пешком,7,https://www.cian.ru/sale/flat/316704776/,"Мичуринский просп., 16",55.703124,37.506056
1710,62000000,17.942644943009366,117.0,4,18,21,метро Раменки,14 минут пешком,14,https://www.cian.ru/sale/flat/316774510/,"Мосфильмовская ул., 88к2с6",55.705488,37.493344
1711,96600000,18.386089299182743,138.0,4,12,15,метро Раменки,6 минут пешком,6,https://www.cian.ru/sale/flat/316773855/,"Винницкая ул., 8к2",55.700862,37.495006
1712,44040000,17.600608869818753,73.4,3,49,51,метро Раменки,10 минут пешком,10,https://www.cian.ru/sale/flat/312630999/,"Мичуринский просп., 56",55.695509,37.485727
1713,50700000,17.74143646856141,84.5,3,49,51,метро Раменки,10 минут пешком,10,https://www.cian.ru/sale/flat/312627296/,"Мичуринский просп., 56",55.695509,37.485727
1714,45000000,17.622173047734595,76.0,3,14,52,метро Раменки,10 минут пешком,10,https://www.cian.ru/sale/flat/305321484/,"Мичуринский просп., 56",55.695509,37.485727
1715,45420000,17.631463094641685,75.7,3,49,51,метро Раменки,10 минут пешком,10,https://www.cian.ru/sale/flat/312624308/,"Мичуринский просп., 56",55.695509,37.485727
1716,52500000,17.776323727561852,87.5,3,49,51,метро Раменки,10 минут пешком,10,https://www.cian.ru/sale/flat/312630255/,"Мичуринский просп., 56",55.695509,37.485727
1717,38600000,17.468762834435058,76.0,3,12,51,метро Раменки,10 минут пешком,10,https://www.cian.ru/sale/flat/316173636/,"Мичуринский просп., 56",55.695509,37.485727
1718,45000000,17.622173047734595,78.0,2,3,24,метро Раменки,8 минут пешком,8,https://www.cian.ru/sale/flat/315865916/,"Мичуринский просп., 7",55.702729,37.509703
1719,28450000,17.163658718536613,55.8,1,15,23,метро Раменки,6 минут пешком,6,https://www.cian.ru/sale/flat/314210544/,"ул. Столетова, 15",55.702693,37.499013
1720,51200000,17.751250090009737,87.0,2,11,21,метро Раменки,14 минут пешком,14,https://www.cian.ru/sale/flat/315873295/,"Мосфильмовская ул., 88к2с6",55.705488,37.493344
1721,69500000,18.05683731053502,122.0,5,25,28,метро Раменки,8 минут пешком,8,https://www.cian.ru/sale/flat/313188956/,"Винницкая ул., 8к1",55.700978,37.49347
1722,83000000,18.23435116576088,109.1,4,29,52,метро Раменки,12 минут пешком,12,https://www.cian.ru/sale/flat/311652366/,"Мичуринский просп., 56",55.695509,37.485727
1723,94680000,18.366013342610056,124.0,3,15,15,метро Раменки,13 минут пешком,13,https://www.cian.ru/sale/flat/315682547/,"Мичуринский просп., 3",55.704509,37.512838
